date,lolpatch,team,matchtype,gamenumber,side,victorydefeat,time,ban1,ban2,ban3,ban4,ban5,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,dragons,role,summoner,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,top,LoL Coach Sam,Kled,10,4,10,5,3,1,25.9,23.2,0,2.7,225,220.1,0,4.9,0,14.8,4.6,11.3,54.4,32.5,20.5,1.5,18,1,0,7,17.3,17,254,8,1,0,5,0.571428571,6.475,0.330779055,1.497109827,6.5,87,7.194508009
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,jng,MoonJuices,Amumu,1,7,14,1,1,0,14.5,1.2,11.8,1.5,221.4,41.3,163,17.1,0,20.4,0.5,11.2,38.4,15.9,21.7,0.8,4,5,0,2,13.2,12.9,69,178,146,0,2.142857143,0.428571429,2.071428571,0.185185185,1.098484848,-1,92,6.782608696
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,mid,VinaZz VI,Pyke,12,6,3,2,2,0,13.4,9.8,0,3.6,118.8,93.9,0,24.9,0,3,0.4,8,27.2,9,16.4,1.9,15,10,0,3,16,15.2,144,8,8,0,2.5,0.428571429,2.233333333,0.171136654,0.8375,-2.8,-68,4.173913043
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,adc,Puzyri,Tristana,11,4,6,4,2,0,15.4,12.2,2.7,0.4,155.6,123.9,27.5,4.3,774,13.3,4.3,5.4,18.3,6,11.9,0.4,10,6,0,5,15.4,15.2,205,35,20,1,4.25,0.485714286,3.85,0.196679438,1,2.3,-2,6.590389016
2019-11-14,9.22,Lindenwood University,scrim,2,red,defeat,36:25:00,Leona,LeBlanc,Rakan,Lissandra,Fiora,4,0,0,5,0,Ocean Ocean Cloud Ocean Infernal,sup,Kendallizer,Nautilus,1,8,18,1,1,0,9.1,1.3,6.6,1.2,40.8,10.5,14.9,15.4,0,1.3,0.1,5.4,29.3,10.2,18.8,0.3,36,6,0,14,9.4,8.2,59,4,0,0,2.375,0.542857143,1.1375,0.116219668,0.968085106,-1.3,37,1.729977117
2019-11-14,9.22,Lindenwood University,scrim,3,blue,victory,28:55:00,Leona,Orianna,Lissandra,Fiora,LeBlanc,11,3,1,2,1,Cloud Infernal,top,LoL Coach Sam,Kled,6,1,4,5,2,0,14.9,13.9,0,1,176.1,152.6,0,23.6,0,21.3,4.9,4.8,31.2,22.9,7.8,0.6,12,8,0,3,12.9,12.5,211,22,2,8,10,0.4,14.9,0.246688742,1.15503876,4.4,65,8.057636888
2019-11-14,9.22,Lindenwood University,scrim,3,blue,victory,28:55:00,Leona,Orianna,Lissandra,Fiora,LeBlanc,11,3,1,2,1,Cloud Infernal,jng,MoonJuices,Poppy,4,2,12,4,1,0,13,8,4.2,0.8,155,96.3,51.7,7,0,19.4,2.8,8.3,25.1,16,8.3,0.7,1,6,0,2,12.2,10.5,22,152,110,8,8,0.64,6.5,0.215231788,1.06557377,3.5,53,6.017291066
2019-11-14,9.22,Lindenwood University,scrim,3,blue,victory,28:55:00,Leona,Orianna,Lissandra,Fiora,LeBlanc,11,3,1,2,1,Cloud Infernal,mid,VinaZz VI,Akali,6,1,5,6,1,1,13.3,2.7,10.2,0.4,105.4,19.6,82,3.9,0,4.3,1.9,9.8,19.8,7,12.1,0.7,14,4,0,5,10.9,11,169,9,1,8,11,0.44,13.3,0.220198675,1.220183486,0.7,-36,6.155619597
2019-11-14,9.22,Lindenwood University,scrim,3,blue,victory,28:55:00,Leona,Orianna,Lissandra,Fiora,LeBlanc,11,3,1,2,1,Cloud Infernal,adc,Puzyri,Vayne,8,2,4,5,2,0,12.9,8.8,0.4,3.7,100.7,73,0.8,26.9,216,13.3,4.6,3.8,12.1,7.8,3.8,0.5,10,2,0,3,11.1,11,130,20,5,8,6,0.48,6.45,0.213576159,1.162162162,1.5,-46,5.187319885
2019-11-14,9.22,Lindenwood University,scrim,3,blue,victory,28:55:00,Leona,Orianna,Lissandra,Fiora,LeBlanc,11,3,1,2,1,Cloud Infernal,sup,Kendallizer,Thresh,1,4,11,1,1,0,6.3,1,4.9,0.4,13.6,4.6,8.6,0.4,0,4.5,3.5,1,11.1,5.7,4.1,1.2,27,13,0,10,8.2,7.6,16,0,0,0,3,0.48,1.575,0.104304636,0.768292683,-1.1,-46,0.553314121
2019-11-14,9.22,Niagra University,scrim,3,red,defeat,28:55:00,Nunu & Willump,Morgana,Zac,Kai'Sa,Jhin,1,0,0,1,0,Ocean,top,LtJitters,Volibear,0,2,3,0,0,0,7.8,3.2,4.6,0,113.6,87.2,18.2,8.3,0,4,0.8,1.2,16.1,13,1.5,1.5,9,1,0,4,8.5,7.3,168,0,0,0,1.5,0.3,3.9,0.11746988,0.917647059,-4.4,-65,5.809798271
2019-11-14,9.22,Niagra University,scrim,3,red,defeat,28:55:00,Nunu & Willump,Morgana,Zac,Kai'Sa,Jhin,1,0,0,1,0,Ocean,jng,Hypno16,Jarvan IV,2,9,4,2,1,0,10.8,9.1,0.5,1.2,105.3,90.1,9.4,5.8,0,8.8,1.2,5.5,27.9,19.4,6.3,2.2,13,8,0,5,8.7,8.7,33,88,66,4,0.666666667,0.6,1.2,0.162650602,1.24137931,-3.5,-53,4.18443804
2019-11-14,9.22,Niagra University,scrim,3,red,defeat,28:55:00,Nunu & Willump,Morgana,Zac,Kai'Sa,Jhin,1,0,0,1,0,Ocean,mid,Panininani,Ziggs,3,4,3,2,1,0,28.6,0.7,27.7,0.1,140.9,12.9,127.8,0.1,0,1.2,0,3.5,15.3,7.8,6.7,0.8,12,3,0,3,10.2,9.7,198,16,16,0,1.5,0.6,7.15,0.430722892,2.803921569,-0.7,36,7.400576369
2019-11-14,9.22,Niagra University,scrim,3,red,defeat,28:55:00,Nunu & Willump,Morgana,Zac,Kai'Sa,Jhin,1,0,0,1,0,Ocean,adc,Crazymonkey1013,Xayah,1,5,4,1,1,0,10.7,10.1,0.3,0.3,108.4,90.8,1.7,15.9,423,3.8,1.7,1.5,10.9,6.8,3.5,0.6,11,2,0,4,9.6,9.7,188,8,4,0,1,0.5,2.14,0.161144578,1.114583333,-1.5,46,6.778097983
2019-11-14,9.22,Niagra University,scrim,3,red,defeat,28:55:00,Nunu & Willump,Morgana,Zac,Kai'Sa,Jhin,1,0,0,1,0,Ocean,sup,Mister Gambert,Pyke,4,5,4,2,1,0,8.5,5.8,0.5,2.2,34.4,16.4,0.5,17.5,0,2,0.8,2.9,12.8,8.1,3.5,1.3,19,8,0,3,9.3,8.7,62,0,0,0,1.6,0.8,1.7,0.128012048,0.913978495,1.1,46,2.144092219
2019-11-15,9.22,ERAU Daytona Beach,scrim,1,blue,defeat,40:06:00,Xayah,Ahri,Darius,Zilean,Rumble,11,4,1,3,1,Cloud Mountain Elder,top,ColdfusionNA,Mordekaiser,7,6,5,7,1,0,30.1,3.1,25,2.1,200.4,26.3,167.9,6.2,0,19.3,12,9.6,40.1,23.9,14.4,1.8,16,5,0,4,15.3,14.2,208,16,0,0,2.285714286,0.571428571,2.471428571,0.13175933,1.967320261,2.4,70,4.93765586
2019-11-15,9.22,ERAU Daytona Beach,scrim,1,blue,defeat,40:06:00,Xayah,Ahri,Darius,Zilean,Rumble,11,4,1,3,1,Cloud Mountain Elder,jug,DonTheDude,Shen,3,7,13,2,2,0,17.3,10,6.9,0.4,236,117.9,89.1,29,0,31.6,1,6.1,42.1,23.3,16.7,2.1,8,5,0,2,14.1,13.7,45,153,101,12,1.875,0.535714286,3.75,0.228484387,1.226950355,-2.5,-35,4.538653367
2019-11-15,9.22,ERAU Daytona Beach,scrim,1,blue,defeat,40:06:00,Xayah,Ahri,Darius,Zilean,Rumble,11,4,1,3,1,Cloud Mountain Elder,mid,JrOlaf,Neeko,5,8,10,2,1,0,30,2.1,25.9,2,174.7,13.5,145.4,15.8,0,18.4,6.1,4.8,30.4,14.9,13.9,1.6,12,3,0,0,13.1,12.1,182,0,0,0,5.75,0.821428571,12.075,0.367859863,2.290076336,-2.6,-71,6.50872818
2019-11-15,9.22,ERAU Daytona Beach,scrim,1,blue,defeat,40:06:00,Xayah,Ahri,Darius,Zilean,Rumble,11,4,1,3,1,Cloud Mountain Elder,adc,GoodSirr,Jhin,13,4,10,8,2,0,48.3,44,3,1.2,251.8,225.4,10.9,15.5,1723,28.2,4.3,3.9,26.9,17.7,7.8,1.3,10,2,0,1,18.4,17.1,225,36,20,0,1.9,0.678571429,0.56,0.042650419,2.625,1,-62,0.249376559
2019-11-15,9.22,ERAU Daytona Beach,scrim,1,blue,defeat,40:06:00,Xayah,Ahri,Darius,Zilean,Rumble,11,4,1,3,1,Cloud Mountain Elder,sup,Taiga Gremlin,Soraka,0,10,19,0,0,0,5.6,0.5,4.1,1,19.2,4,13.1,2.1,0,5.6,1.1,31.4,21.6,12.9,8.2,0.6,33,5,0,6,9.3,9.3,10,0,0,0,2,0.428571429,5.016666667,0.229246002,0.602150538,-2.9,-58,5.586034913
2019-11-15,9.22,Lindenwood University,scrim,1,red,victory,40:06:00,Draven,Akali,Nunu & Willump,Nautilus,Kai'Sa,6,1,1,2,0,Cloud Cloud,top,snickerpig,Cho'Gath,8,5,8,4,2,1,18,1.7,11.6,4.7,116.3,28.5,74.8,13.1,0,5.5,4.7,16.2,59.1,28.4,27.4,3.3,15,2,0,4,12.9,10.7,150,4,4,0,3.2,0.457142857,3.6,0.144927536,1.395348837,-2.4,-70,3.840399002
2019-11-15,9.22,Lindenwood University,scrim,1,red,victory,40:06:00,Draven,Akali,Nunu & Willump,Nautilus,Kai'Sa,6,1,1,2,0,Cloud Cloud,jng,viorrnera,Kayn,12,7,9,5,1,0,33.3,26.5,5.6,1.1,232.9,208.4,12.4,12.1,0,15.4,0.3,15.9,42.1,29.9,11.4,0.8,14,2,0,0,16.6,13.9,67,166,127,11,3,0.6,4.757142857,0.268115942,2.006024096,2.5,35,5.810473815
2019-11-15,9.22,Lindenwood University,scrim,1,red,victory,40:06:00,Draven,Akali,Nunu & Willump,Nautilus,Kai'Sa,6,1,1,2,0,Cloud Cloud,mid,Renz0,Lissandra,5,7,16,2,2,0,21.8,0.4,21,0.4,212.7,11.6,200.4,0.7,0,2.7,1.8,2.5,23.1,11.6,10.5,1,19,1,0,7,15.7,13.1,249,4,0,0,3,0.6,3.114285714,0.175523349,1.388535032,2.6,71,6.309226933
2019-11-15,9.22,Lindenwood University,scrim,1,red,victory,40:06:00,Draven,Akali,Nunu & Willump,Nautilus,Kai'Sa,6,1,1,2,0,Cloud Cloud,adc,h0gaboga,Sivir,8,3,19,4,3,0,30.5,30.5,0,0,313.8,302.4,0,11.4,895,16.2,11.2,3.9,22.9,15,7.4,0.4,11,1,0,1,17.4,14.9,319,4,4,0,9,0.771428571,10.16666667,0.245571659,1.752873563,-1,62,8.054862843
2019-11-15,9.22,Lindenwood University,scrim,1,red,victory,40:06:00,Draven,Akali,Nunu & Willump,Nautilus,Kai'Sa,6,1,1,2,0,Cloud Cloud,sup,JDFromHeathers,Morgana,2,6,23,2,1,0,20.6,0.3,19.2,1.1,104.7,7.4,90.6,6.7,0,6,2.3,9.1,28.1,15,12,1.1,16,6,0,0,12.2,10.4,68,0,0,0,4.166666667,0.714285714,3.433333333,0.165861514,1.68852459,2.9,58,1.695760599
2019-11-15,9.22,Lindenwood University,scrim,2,blue,victory,39:46:00,Akali,Draven,Nunu & Willump,Neeko,Urgot,9,1,2,3,0,Infernal Cloud Mountain,top,snickerpig,Mordekaiser,8,9,10,2,1,0,31.3,2.8,25.8,2.7,200.3,28.4,152.4,19.5,0,14.8,3.3,15.8,43.8,28.2,15.1,0.5,16,4,0,4,15.5,15,216,18,2,8,2,0.580645161,3.477777778,0.268209083,2.019354839,2.2,41,5.884325231
2019-11-15,9.22,Lindenwood University,scrim,2,blue,victory,39:46:00,Akali,Draven,Nunu & Willump,Neeko,Urgot,9,1,2,3,0,Infernal Cloud Mountain,jng,viorrnera,Kayn,4,5,11,4,1,0,16.3,14.6,0,1.7,273,243.2,8.7,21.1,0,21.8,0.4,21.3,48.6,36.2,11.3,1.1,14,3,0,0,15.9,12.3,33,237,164,17,3,0.483870968,3.26,0.139674379,1.025157233,4,94,6.789606035
2019-11-15,9.22,Lindenwood University,scrim,2,blue,victory,39:46:00,Akali,Draven,Nunu & Willump,Neeko,Urgot,9,1,2,3,0,Infernal Cloud Mountain,mid,Renz0,Lissandra,5,2,12,2,2,0,20.7,0.8,19.5,0.4,197.6,11.9,166.2,19.4,0,11.9,3.5,3.6,23.7,12,11.1,0.6,18,1,0,5,13.6,11.6,213,0,0,0,8.5,0.548387097,10.35,0.177377892,1.522058824,1.8,39,5.356244761
2019-11-15,9.22,Lindenwood University,scrim,2,blue,victory,39:46:00,Akali,Draven,Nunu & Willump,Neeko,Urgot,9,1,2,3,0,Infernal Cloud Mountain,adc,h0gaboga,Sivir,13,3,6,6,3,0,31.4,31.4,0,0,256.9,250.8,0,6.1,1111,37.9,7.4,2.2,22.8,14.5,7.5,0.8,13,2,0,2,17.4,16,237,8,1,0,6.333333333,0.612903226,10.46666667,0.269065981,1.804597701,0.1,-120,6.16093881
2019-11-15,9.22,Lindenwood University,scrim,2,blue,victory,39:46:00,Akali,Draven,Nunu & Willump,Neeko,Urgot,9,1,2,3,0,Infernal Cloud Mountain,sup,JDFromHeathers,Yuumi,1,1,20,1,1,0,17,1.1,14.1,1.8,26,1.9,21.5,2.5,0,2.5,1.4,24.9,6.7,4.4,2.2,0.1,26,6,0,0,10.9,9.2,14,0,0,0,21,0.677419355,17,0.145672665,1.559633028,3.7,7,0.352053646
2019-11-15,9.22,ERAU Daytona Beach,scrim,2,red,defeat,39:46:00,Xayah,Ahri,Darius,Zilean,Rumble,4,0,0,1,1,Cloud,top,ColdfusionNA,Sion,9,4,6,4,3,1,21.2,14.5,6.5,0.2,134.4,96.1,29.3,9,11,2.4,2.2,1.1,39.1,17.9,18.2,3,15,3,0,3,13.3,13.3,189,4,0,0,3.75,0.75,5.3,0.200188857,1.593984962,-2.2,-41,4.853310981
2019-11-15,9.22,ERAU Daytona Beach,scrim,2,red,defeat,39:46:00,Xayah,Ahri,Darius,Zilean,Rumble,4,0,0,1,1,Cloud,jng,DonTheDude,Vi,2,10,13,2,1,0,17.2,15.9,1.1,0.2,175.6,156.9,6.4,12.3,0,13.5,0.1,6.9,35.2,18.1,15.6,1.4,11,4,0,2,11.9,11.8,26,150,118,0,1.5,0.75,1.72,0.162417375,1.445378151,-4,-94,4.425817267
2019-11-15,9.22,ERAU Daytona Beach,scrim,2,red,defeat,39:46:00,Xayah,Ahri,Darius,Zilean,Rumble,4,0,0,1,1,Cloud,mid,JrOlaf,Morgana,5,7,11,3,2,0,32,1.9,29.1,1,151.1,19.7,123.5,7.9,0,11.5,2.3,5.5,30.1,16.6,12.3,1.3,17,4,0,0,11.8,11.8,174,0,0,0,2.285714286,0.8,4.571428571,0.30217186,2.711864407,-1.8,-39,4.375523889
2019-11-15,9.22,ERAU Daytona Beach,scrim,2,red,defeat,39:46:00,Xayah,Ahri,Darius,Zilean,Rumble,4,0,0,1,1,Cloud,adc,GoodSirr,Jinx,4,4,5,2,1,0,29.8,27.2,1.4,1.2,284.8,252.5,6.8,25.6,768,12.7,3.2,4.2,21.7,13.7,7.3,0.8,11,12,0,0,17.3,16.9,341,24,24,0,2.25,0.45,7.45,0.281397545,1.722543353,-0.1,120,9.178541492
2019-11-15,9.22,ERAU Daytona Beach,scrim,2,red,defeat,39:46:00,Xayah,Ahri,Darius,Zilean,Rumble,4,0,0,1,1,Cloud,sup,Taiga Gremlin,Nami,0,6,8,0,0,0,5.7,0.8,4.5,0.4,15.2,4.1,10.7,0.4,0,0.7,0.1,15.1,21,12.5,8.4,0.1,35,5,0,8,7.2,6.8,7,0,0,0,1.333333333,0.4,0.95,0.053824363,0.791666667,-3.7,-7,0.176026823
2019-11-20,9.23,Snow College JV,scrim,1,blue,victory,38:35:00,Yuumi,Kayn,Zoe,Tristana,Morgana,9,2,1,2,0,Ocean Elder,top,ShefDatBoiardee,Shen,2,2,11,2,1,0,16.7,11.2,5.1,0.3,136.3,99.1,19.4,17.8,0,4.4,2.2,7.2,27.9,16.6,11,0.3,14,5,0,5,13,9.3,203,8,0,0,6.5,0.619047619,8.35,0.15154265,1.284615385,1.5,-26,5.468682505
2019-11-20,9.23,Snow College JV,scrim,1,blue,victory,38:35:00,Yuumi,Kayn,Zoe,Tristana,Morgana,9,2,1,2,0,Ocean Elder,jng,DragonMage00,Ekko,3,5,8,2,1,0,8.8,1.6,6.6,0.6,182.1,44.8,120.8,16.5,0,22.4,0.4,21.4,39.8,23.2,15.8,0.7,18,5,0,6,12.5,10.8,18,146,117,0,2.2,0.523809524,1.76,0.079854809,0.704,1,-32,4.250539957
2019-11-20,9.23,Snow College JV,scrim,1,blue,victory,38:35:00,Yuumi,Kayn,Zoe,Tristana,Morgana,9,2,1,2,0,Ocean Elder,mid,299lostspartans,Syndra,3,4,12,3,1,0,25.7,1.2,22.3,2.2,204.2,20.8,169.3,14.2,0,2.1,1.6,5.3,18.1,6.3,11.5,0.3,16,4,0,4,14.4,12.9,297,4,4,0,3.75,0.714285714,6.425,0.233212341,1.784722222,-2.2,-73,7.801295896
2019-11-20,9.23,Snow College JV,scrim,1,blue,victory,38:35:00,Yuumi,Kayn,Zoe,Tristana,Morgana,9,2,1,2,0,Ocean Elder,adc,Rad Tad,Kog'Maw,9,3,10,5,2,1,48.5,29.2,15.8,3.5,280.9,192.2,63.3,25.3,656,27.8,8.1,4.6,15.5,6.3,9.1,0.1,10,4,0,3,17.7,14.2,286,12,8,4,6.333333333,0.904761905,16.16666667,0.440108893,2.740112994,5.7,64,7.723542117
2019-11-20,9.23,Snow College JV,scrim,1,blue,victory,38:35:00,Yuumi,Kayn,Zoe,Tristana,Morgana,9,2,1,2,0,Ocean Elder,sup,ThanDogFlash,Janna,4,1,12,3,1,0,10.5,1.7,6.9,2,28.5,5.9,15.1,7.5,0,7.5,2.9,14.1,16.2,7.1,8.4,0.7,35,8,0,6,10.1,7.8,38,0,0,0,16,0.761904762,10.5,0.095281307,1.03960396,2.1,-15,0.98488121
2019-11-20,9.23,Lindenwood University,scrim,1,red,defeat,38:35:00,Lucian,Akali,Mordekaiser,Orianna,LeBlanc,4,0,0,4,1,Mountain Cloud Cloud Cloud,top,snickerpig,Maokai,1,2,4,1,1,0,17.8,2.7,15,0,169.3,42.2,105.4,21.7,0,8.1,3.2,29.7,55.5,36.2,17.6,1.7,11,6,0,1,11.5,11.5,237,0,0,0,2.5,0.357142857,8.9,0.253922967,1.547826087,-1.5,26,6.142548596
2019-11-20,9.23,Lindenwood University,scrim,1,red,defeat,38:35:00,Lucian,Akali,Mordekaiser,Orianna,LeBlanc,4,0,0,4,1,Mountain Cloud Cloud Cloud,jng,viorrnera,Jarvan IV,3,5,5,3,1,0,11,9.3,0.7,0.9,197.7,168.7,18.3,10.7,0,15.4,0,11.9,36.7,23.5,12.1,1.1,7,2,0,2,11.5,11.5,13,183,155,0,1.6,0.571428571,2.2,0.156918688,0.956521739,-1,32,5.079913607
2019-11-20,9.23,Lindenwood University,scrim,1,red,defeat,38:35:00,Lucian,Akali,Mordekaiser,Orianna,LeBlanc,4,0,0,4,1,Mountain Cloud Cloud Cloud,mid,VinaZz VI,Ryze,8,3,2,7,2,0,19.2,0.6,18.5,0,324.8,12,309.6,3.2,0,12.4,2.5,6.6,22.1,6.3,14.1,1.8,19,6,0,7,16.6,15.7,336,38,12,0,3.333333333,0.714285714,6.4,0.273894437,1.156626506,2.2,73,9.693304536
2019-11-20,9.23,Lindenwood University,scrim,1,red,defeat,38:35:00,Lucian,Akali,Mordekaiser,Orianna,LeBlanc,4,0,0,4,1,Mountain Cloud Cloud Cloud,adc,Puzyri,Kai'Sa,1,4,5,1,1,0,10.8,4.2,6.4,0.2,153.6,110.1,28.9,14.7,420,16.8,0.6,2.7,18.3,9.3,8.7,0.3,14,5,0,5,12,12,226,8,4,0,1.5,0.428571429,2.7,0.154065621,0.9,-5.7,-64,6.064794816
2019-11-20,9.23,Lindenwood University,scrim,1,red,defeat,38:35:00,Lucian,Akali,Mordekaiser,Orianna,LeBlanc,4,0,0,4,1,Mountain Cloud Cloud Cloud,sup,JDFromHeathers,Galio,1,7,5,1,1,0,11.3,0.4,10,0.9,50.3,2.6,43.3,4.4,0,0.6,0,2.4,23.4,12.8,6.9,3.7,23,7,0,0,8,7.3,49,4,0,0,0.857142857,0.428571429,1.614285714,0.161198288,1.4125,-2.1,15,1.373650108
2019-11-20,9.23,Lindenwood University,scrim,2,blue,defeat,27:02:00,Lucian,Akali,Kog'Maw,Orianna,Vayne,0,0,0,0,0,,top,snickerpig,Mordekaiser,2,11,2,2,1,0,10.9,1,9.9,0,70.8,12,58.7,0,0,0.2,0.1,5,29.1,13.9,14.2,0.9,6,2,0,0,8,7.1,128,0,0,0,0.363636364,0.363636364,0.990909091,0.258907363,1.3625,-2,-11,4.734895191
2019-11-20,9.23,Lindenwood University,scrim,2,blue,defeat,27:02:00,Lucian,Akali,Kog'Maw,Orianna,Vayne,0,0,0,0,0,,jng,viorrnera,Nocturne,2,8,1,2,1,0,4.5,3.5,0.3,0.6,113.7,97.5,8.6,7.5,0,4,0,9.3,24.8,19.2,5.2,0.3,9,2,0,1,7.8,7.5,28,105,85,4,0.375,0.272727273,0.5625,0.106888361,0.576923077,-2.9,-10,4.919852035
2019-11-20,9.23,Lindenwood University,scrim,2,blue,defeat,27:02:00,Lucian,Akali,Kog'Maw,Orianna,Vayne,0,0,0,0,0,,mid,VinaZz VI,Zoe,3,8,2,3,1,0,12.8,0.9,10,1.9,85.4,6.9,70.9,7.6,0,1.1,0.5,0.3,16.5,10.9,5.3,0.3,8,1,0,1,8.1,7.8,139,0,0,0,0.625,0.454545455,1.6,0.304038005,1.580246914,-4.9,-63,5.141800247
2019-11-20,9.23,Lindenwood University,scrim,2,blue,defeat,27:02:00,Lucian,Akali,Kog'Maw,Orianna,Vayne,0,0,0,0,0,,adc,Puzyri,Varus,2,7,3,2,1,0,4.9,3,1.9,0,48.2,35.5,9.2,3.5,253,0.2,0,1,14.3,9.2,4.5,0.6,12,1,0,6,7.5,7.6,122,0,0,0,0.714285714,0.454545455,0.7,0.116389549,0.653333333,-8.7,-57,4.512946979
2019-11-20,9.23,Lindenwood University,scrim,2,blue,defeat,27:02:00,Lucian,Akali,Kog'Maw,Orianna,Vayne,0,0,0,0,0,,sup,JDFromHeathers,Galio,2,7,4,2,1,0,9,0.3,8.1,0.6,37.3,2.4,30.8,4.1,0,0.2,0,1.1,18.1,13.8,3,1.3,13,2,0,3,7,6.6,42,0,0,0,0.857142857,0.545454545,1.285714286,0.213776722,1.285714286,-2.3,1,1.553637485
2019-11-20,9.23,Snow College JV,scrim,2,red,victory,27:02:00,Shen,Kayn,Yuumi,Ryze,Morgana,11,3,1,4,2,Ocean Infernal Cloud Cloud,top,ShefDatBoiardee,Kennen,5,2,10,3,1,0,13.1,1.9,10.9,0.3,91.9,22.7,57.3,12,0,12.2,3.4,4,13.6,6.1,7,0.4,12,2,0,6,10,7.7,138,1,0,1,7.5,0.365853659,6.55,0.153755869,1.31,2,11,5.141800247
2019-11-20,9.23,Snow College JV,scrim,2,red,victory,27:02:00,Shen,Kayn,Yuumi,Ryze,Morgana,11,3,1,4,2,Ocean Infernal Cloud Cloud,jng,DragonMage00,Amumu,5,2,16,3,1,0,9.1,1.7,6.4,0.9,148,34.2,85.4,28.4,31,29.3,0.3,10.4,22.4,12.9,9.4,0.1,3,1,0,2,10.7,8.2,21,122,66,15,10.5,0.512195122,4.55,0.106807512,0.85046729,2.9,10,5.289765721
2019-11-20,9.23,Snow College JV,scrim,2,red,victory,27:02:00,Shen,Kayn,Yuumi,Ryze,Morgana,11,3,1,4,2,Ocean Infernal Cloud Cloud,mid,299lostspartans,Zed,10,2,6,5,1,0,14.2,13.6,0.5,0.1,111.9,102.1,7.3,2.5,0,19.2,3.5,3.3,13.1,7.6,4,1.5,10,5,0,2,13,12.2,176,26,4,7,8,0.390243902,7.1,0.166666667,1.092307692,4.9,63,7.472256473
2019-11-20,9.23,Snow College JV,scrim,2,red,victory,27:02:00,Shen,Kayn,Yuumi,Ryze,Morgana,11,3,1,4,2,Ocean Infernal Cloud Cloud,adc,Rad Tad,Senna,15,1,14,13,2,1,33.9,33.3,0,0.7,133,131.2,0,1.8,658,17.9,12.5,13.3,13.1,6.6,5.6,1,7,3,0,2,16.2,12.7,161,18,4,6,29,0.707317073,33.9,0.397887324,2.092592593,8.7,57,6.621454994
