date,lolpatch,team,matchtype,gamenumber,side,victorydefeat,time,ban1,ban2,ban3,ban4,ban5,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,dragons,role,summoner,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute
2019-11-20,9.23,Snow College JV,scrim,2,red,victory,27:02:00,Shen,Kayn,Yuumi,Ryze,Morgana,11,3,1,4,2,Ocean Infernal Cloud Cloud,sup,ThanDogFlash,Brand,6,4,11,3,2,0,14.9,0.8,12.6,1.5,42.5,6.2,30.7,5.6,0,8.6,2.6,1.7,11.8,4.8,6.8,0.3,21,5,0,7,9.3,8,41,0,0,0,4.25,0.414634146,3.725,0.174882629,1.602150538,2.3,-1,1.516646116
2019-11-20,9.23,Lindenwood University,scrim,3,blue,victory,34:52:00,Volibear,Gangplank,Riven,Akali,Kassadin,8,1,0,4,0,Infernal Infernal Infernal Infernal,top,LoL Coach Sam,Yasuo,13,7,9,4,3,0,26.4,23.4,2.1,0.8,185.2,164.2,17.2,3.8,723,13.1,7.1,4.6,25.6,15.1,8,2.5,11,7,0,3,16.1,12.8,195,36,8,8,3.142857143,0.666666667,3.771428571,0.24,1.639751553,5.8,72,6.625239006
2019-11-20,9.23,Lindenwood University,scrim,3,blue,victory,34:52:00,Volibear,Gangplank,Riven,Akali,Kassadin,8,1,0,4,0,Infernal Infernal Infernal Infernal,jng,MoonJuices,Zac,5,1,27,4,1,0,21.3,1.5,18.5,1.3,240.4,38.8,194.4,7.2,25,17.8,1.1,51.7,49.8,33.8,12.5,3.6,6,6,0,1,14.3,12.1,38,202,140,19,32,0.96969697,21.3,0.193636364,1.48951049,2.5,90,6.883365201
2019-11-20,9.23,Lindenwood University,scrim,3,blue,victory,34:52:00,Volibear,Gangplank,Riven,Akali,Kassadin,8,1,0,4,0,Infernal Infernal Infernal Infernal,mid,Renz0,Lissandra,5,3,20,3,1,0,28.3,0.6,27.7,0,136.4,11.1,125.3,0,0,6.5,3.1,2.3,15.4,9.4,5.5,0.4,14,1,0,3,12.7,12.3,192,12,8,4,8.333333333,0.757575758,9.433333333,0.257272727,2.228346457,0.6,18,5.850860421
2019-11-20,9.23,Lindenwood University,scrim,3,blue,victory,34:52:00,Volibear,Gangplank,Riven,Akali,Kassadin,8,1,0,4,0,Infernal Infernal Infernal Infernal,adc,h0gaboga,Sivir,9,2,16,4,2,0,25.9,25.1,0.7,0.1,170.9,167.7,0.7,2.6,819,15.1,8.7,2.4,12.6,7.3,4.3,1,12,2,0,6,14.3,11.1,203,10,4,2,12.5,0.757575758,12.95,0.235454545,1.811188811,-1.2,-55,6.108986616
2019-11-20,9.23,Lindenwood University,scrim,3,blue,victory,34:52:00,Volibear,Gangplank,Riven,Akali,Kassadin,8,1,0,4,0,Infernal Infernal Infernal Infernal,sup,Kendallizer,Nautilus,1,12,17,1,1,0,8.1,1.5,6,0.7,21.1,6.9,8.9,5.2,0,1.4,0.8,1.4,22,15.5,5.3,1.2,30,11,0,8,7.8,6.5,44,0,0,0,1.5,0.545454545,0.675,0.073636364,1.038461538,-1.1,-6,1.261950287
2019-11-20,9.23,Texas State,scrim,3,red,defeat,34:52:00,Kled,Nunu & Willump,Ahri,Rumble,Renekton,3,0,1,2,1,Ocean Mountain,top,RedHeadedWarrior,Poppy,3,7,11,3,1,1,14.2,9.3,4.8,0,102.2,66.2,25.5,10.5,19,7.9,0.9,4.5,29,14,14.1,0.9,13,3,0,3,10.3,11,155,4,4,0,2,0.56,2.028571429,0.154515778,1.378640777,-5.8,-72,4.560229446
2019-11-20,9.23,Texas State,scrim,3,red,defeat,34:52:00,Kled,Nunu & Willump,Ahri,Rumble,Renekton,3,0,1,2,1,Ocean Mountain,jng,Botman,Jarvan IV,6,10,12,2,1,0,10,8.6,0.8,0.5,137,110.4,18.5,8.1,0,18.5,0.4,11.9,37,24.8,11.7,0.5,4,5,0,4,11.8,10.5,24,126,99,0,1.8,0.72,1,0.108813928,0.847457627,-2.5,-90,4.30210325
2019-11-20,9.23,Texas State,scrim,3,red,defeat,34:52:00,Kled,Nunu & Willump,Ahri,Rumble,Renekton,3,0,1,2,1,Ocean Mountain,mid,Yoona my Noona,Vladimir,4,5,11,3,2,0,20.5,0.8,19.2,0.5,118.4,21.2,96.7,0.5,0,6.6,1.3,21.1,28.5,13.7,14.5,0.4,10,2,0,4,12.1,11.3,186,0,0,0,3,0.6,4.1,0.223068553,1.694214876,-0.6,-18,5.334608031
2019-11-20,9.23,Texas State,scrim,3,red,defeat,34:52:00,Kled,Nunu & Willump,Ahri,Rumble,Renekton,3,0,1,2,1,Ocean Mountain,adc,Kaladra,Xayah,10,4,10,6,2,0,34.6,32.6,0.8,1.2,218.3,214.1,2,2.2,833,23.2,3,4.5,19.7,12.9,6.1,0.7,10,6,0,1,15.5,15.2,239,29,22,0,5,0.8,8.65,0.376496192,2.232258065,1.2,55,7.686424474
2019-11-20,9.23,Texas State,scrim,3,red,defeat,34:52:00,Kled,Nunu & Willump,Ahri,Rumble,Renekton,3,0,1,2,1,Ocean Mountain,sup,MetalDragon14,Rakan,2,7,21,2,1,0,12.6,2,6.1,4.5,32.3,7.9,12.3,12.1,0,1.6,1.4,9.2,24.9,12.3,12.3,0.4,28,16,0,6,8.9,7.8,50,0,0,0,3.285714286,0.92,1.8,0.13710555,1.415730337,1.1,6,1.434034417
2019-11-20,9.23,Texas State,scrim,4,blue,defeat,27:40:00,Kled,Nunu & Willump,Ahri,Zac,Rumble,2,0,0,0,1,,top,RedHeadedWarrior,Ryze,3,6,1,2,1,0,7,0.9,6.2,0,103.7,7.7,95.8,0.2,0,2.4,2.4,2,13.6,9.5,2.9,1.2,9,3,0,4,8.7,8.5,139,12,8,0,0.666666667,0.266666667,1.166666667,0.123239437,0.804597701,-3.9,-24,5.457831325
2019-11-20,9.23,Texas State,scrim,4,blue,defeat,27:40:00,Kled,Nunu & Willump,Ahri,Zac,Rumble,2,0,0,0,1,,jng,Botman,Sejuani,3,4,5,3,1,0,6.5,3.4,2.6,0.5,114.3,55.2,53,6.2,0,11.2,0,7.4,23,13.5,7.8,1.6,4,5,0,4,8.5,8,22,110,94,0,2,0.533333333,1.625,0.11443662,0.764705882,-3.4,-60,4.771084337
2019-11-20,9.23,Texas State,scrim,4,blue,defeat,27:40:00,Kled,Nunu & Willump,Ahri,Zac,Rumble,2,0,0,0,1,,mid,rippedtodamaxx,Syndra,2,5,3,2,1,0,9.9,1,9,0,83.9,8.9,71,4,0,6.8,2.5,0,12.4,8.5,1.9,2,14,1,0,6,8.5,8.6,166,0,0,0,1,0.333333333,1.98,0.174295775,1.164705882,-1.4,16,6
2019-11-20,9.23,Texas State,scrim,4,blue,defeat,27:40:00,Kled,Nunu & Willump,Ahri,Zac,Rumble,2,0,0,0,1,,adc,AlxndurTo,Ezreal,5,3,6,2,2,0,27.2,20.2,6.6,0.4,134.1,117.6,12.2,4.3,0,5.2,2.4,2.3,12.4,9.9,2.2,0.3,5,3,0,2,11.3,10.6,189,16,13,0,3.666666667,0.733333333,9.066666667,0.478873239,2.407079646,0.4,13,7.409638554
2019-11-20,9.23,Texas State,scrim,4,blue,defeat,27:40:00,Kled,Nunu & Willump,Ahri,Zac,Rumble,2,0,0,0,1,,sup,MetalDragon14,Nautilus,2,7,4,2,1,0,6.2,1.6,4.2,0.4,24,8,8.1,7.9,0,0.7,0.7,1.2,14.2,7.1,5.5,1.7,21,3,0,4,6.2,5.6,32,0,0,0,0.857142857,0.4,0.885714286,0.10915493,1,-2.2,1,1.156626506
2019-11-20,9.23,Lindenwood University,scrim,4,red,victory,27:40:00,Volibear,Gangplank,Viktor,Ashe,Renekton,8,1,1,4,0,Cloud Mountain Ocean Ocean,top,LoL Coach Sam,Camille,10,4,4,4,2,0,18.6,13.4,0.3,5,133.4,111.5,0.3,21.6,0,15.2,8.5,8.8,26.4,15.8,10.5,0.1,12,3,0,4,12.6,11.1,171,4,4,0,3.5,0.56,4.65,0.335135135,1.476190476,3.9,24,6.325301205
2019-11-20,9.23,Lindenwood University,scrim,4,red,victory,27:40:00,Volibear,Gangplank,Viktor,Ashe,Renekton,8,1,1,4,0,Cloud Mountain Ocean Ocean,jng,MoonJuices,Poppy,4,2,16,2,1,0,12.8,10.1,1.9,0.8,160.3,107.9,46.5,6,0,23.9,2.9,11.6,23.9,15.7,7.9,0.3,6,3,0,2,11.9,10.2,53,139,95,5,10,0.8,6.4,0.230630631,1.075630252,3.4,60,6.939759036
2019-11-20,9.23,Lindenwood University,scrim,4,red,victory,27:40:00,Volibear,Gangplank,Viktor,Ashe,Renekton,8,1,1,4,0,Cloud Mountain Ocean Ocean,mid,Renz0,Galio,4,2,12,3,1,0,9.7,0.1,9.5,0,92.6,3.8,86.5,2.3,0,10,3,4.1,16.3,12.6,3.4,0.2,13,1,0,4,9.9,8.7,146,4,0,0,8,0.64,4.85,0.174774775,0.97979798,1.4,-16,5.421686747
2019-11-20,9.23,Lindenwood University,scrim,4,red,victory,27:40:00,Volibear,Gangplank,Viktor,Ashe,Renekton,8,1,1,4,0,Cloud Mountain Ocean Ocean,adc,h0gaboga,Sivir,4,2,9,3,1,1,6.5,6.3,0,0.2,132.3,131.3,0,0.9,759,17.5,5.7,3.6,9.5,6.3,3.2,0.1,9,1,0,3,10.9,9.5,156,36,19,4,6.5,0.52,3.25,0.117117117,0.596330275,-0.4,-13,6.939759036
2019-11-20,9.23,Lindenwood University,scrim,4,red,victory,27:40:00,Volibear,Gangplank,Viktor,Ashe,Renekton,8,1,1,4,0,Cloud Mountain Ocean Ocean,sup,Kendallizer,Thresh,3,5,14,3,1,0,7.9,1.3,5.8,0.9,23.3,7.7,11.8,3.9,0,5.6,2.1,4.5,14.4,7.3,6.5,0.6,18,6,0,6,8.4,7.4,31,0,0,0,3.4,0.68,1.58,0.142342342,0.94047619,2.2,-1,1.120481928
2019-11-20,9.23,Lindenwood University,scrim,5,blue,defeat,35:52:00,Volibear,Gangplank,Viktor,Ryze,Corki,2,0,0,1,0,Ocean,top,LoL Coach Sam,Ornn,3,7,6,3,1,1,19.2,5.7,13.4,0.1,167.7,73.3,92.9,1.5,21,4.9,2.7,8.6,40.2,21.5,16.7,1.9,20,0,0,9,10.7,10.6,181,4,4,0,1.285714286,0.409090909,2.742857143,0.203605514,1.794392523,-2.5,10,5.157992565
2019-11-20,9.23,Lindenwood University,scrim,5,blue,defeat,35:52:00,Volibear,Gangplank,Viktor,Ryze,Corki,2,0,0,1,0,Ocean,jng,MoonJuices,Poppy,3,6,15,3,1,0,15.6,11.2,3.1,1.3,222.5,132.8,72.6,17.1,0,12.6,1.7,10.2,40.2,29.2,9.1,2,3,5,0,2,13.4,13.3,99,137,103,8,3,0.818181818,2.6,0.16542948,1.164179104,-2.2,38,6.579925651
2019-11-20,9.23,Lindenwood University,scrim,5,blue,defeat,35:52:00,Volibear,Gangplank,Viktor,Ryze,Corki,2,0,0,1,0,Ocean,mid,Renz0,Syndra,11,5,4,6,3,0,25.3,1.1,23.4,0.7,147.3,13.3,133.1,1,0,5.1,1.1,5.7,20.5,12.9,6.5,1.2,16,3,0,6,13.6,12.8,176,4,0,0,3,0.681818182,5.06,0.268292683,1.860294118,0.9,-34,5.018587361
2019-11-20,9.23,Lindenwood University,scrim,5,blue,defeat,35:52:00,Volibear,Gangplank,Viktor,Ryze,Corki,2,0,0,1,0,Ocean,adc,h0gaboga,Xayah,4,5,8,2,1,0,23.6,22.7,0.2,0.6,208.1,197.1,2.4,8.7,804,12,1.7,2.7,19.7,13.2,5.9,0.5,11,3,0,3,13,12.5,237,20,20,0,2.4,0.545454545,4.72,0.250265111,1.815384615,-3.8,12,7.165427509
2019-11-20,9.23,Lindenwood University,scrim,5,blue,defeat,35:52:00,Volibear,Gangplank,Viktor,Ryze,Corki,2,0,0,1,0,Ocean,sup,Kendallizer,Soraka,1,6,13,1,1,0,10.6,0.7,9.5,0.4,26.7,1.2,24.7,0.9,0,1.5,0.5,33.6,22.8,13.8,8.5,0.5,29,8,0,8,7.5,7.1,15,0,0,0,2.333333333,0.636363636,1.766666667,0.112407211,1.413333333,-2,-35,0.418215613
2019-11-20,9.23,Texas State,scrim,5,red,victory,35:52:00,Kled,Nunu & Willump,Ahri,Rumble,Camille,11,3,2,5,1,Infernal Cloud Cloud Cloud Elder,top,RedHeadedWarrior,Sion,5,4,11,2,2,0,22.3,12.7,8.2,1.4,163.8,96.3,47.6,19.9,0,20.3,6.1,4.4,30.5,14.6,15,0.8,11,5,0,0,13.2,11.3,171,4,0,0,4,0.551724138,5.575,0.198929527,1.689393939,2.5,-10,4.879182156
2019-11-20,9.23,Texas State,scrim,5,red,victory,35:52:00,Kled,Nunu & Willump,Ahri,Rumble,Camille,11,3,2,5,1,Infernal Cloud Cloud Cloud Elder,jng,Botman,Vi,10,3,11,6,3,0,16,14.1,0.7,1.2,195.9,180.2,5.9,9.7,0,35.5,1.4,10,27.4,16.3,10.9,0.2,1,4,0,1,15.6,13.3,46,152,99,0,7,0.724137931,5.333333333,0.142729706,1.025641026,2.2,-38,5.520446097
2019-11-20,9.23,Texas State,scrim,5,red,victory,35:52:00,Kled,Nunu & Willump,Ahri,Rumble,Camille,11,3,2,5,1,Infernal Cloud Cloud Cloud Elder,mid,rippedtodamaxx,Malzahar,1,5,10,1,1,0,23,0.3,22.1,0.6,156.7,10,145.7,1,0,12.2,4.5,1.7,17.7,10.6,6.7,0.4,20,5,0,9,12.7,12.2,206,8,0,0,2.2,0.379310345,4.6,0.205173952,1.811023622,-0.9,34,5.966542751
2019-11-20,9.23,Texas State,scrim,5,red,victory,35:52:00,Kled,Nunu & Willump,Ahri,Rumble,Camille,11,3,2,5,1,Infernal Cloud Cloud Cloud Elder,adc,AlxndurTo,Ashe,13,4,8,7,3,0,40,33.8,4.3,1.9,210,197.5,5.5,7,598,21.1,3.9,4.7,19.9,10.8,8.6,0.5,6,3,0,2,16.8,15.4,209,36,28,4,5.25,0.724137931,10,0.356824264,2.380952381,3.8,-12,6.830855019
2019-11-20,9.23,Texas State,scrim,5,red,victory,35:52:00,Kled,Nunu & Willump,Ahri,Rumble,Camille,11,3,2,5,1,Infernal Cloud Cloud Cloud Elder,sup,MetalDragon14,Braum,0,6,19,0,0,0,10.8,1.8,8,1.1,27,9.6,11.9,5.6,0,2.5,0.3,4.2,24.1,12.3,10.6,1.2,21,17,0,5,9.5,7.5,46,4,0,0,3.166666667,0.655172414,1.8,0.096342551,1.136842105,2,35,1.394052045
2019-11-21,9.23,Kutztown,scrim,1,blue,victory,38:15:00,Zoe,Kled,Sivir,Kai'Sa,Azir,9,2,1,4,1,Mountain Ocean Infernal Infernal,top,SettlerBart,Gnar,4,5,14,4,1,0,19.9,12.5,7.2,0.2,163.4,129.5,31,2.9,0,10.9,3.8,5.5,29.4,12.8,15,1.6,10,12,0,3,13.9,12,196,12,1,5,3.6,0.409090909,3.98,0.141737892,1.431654676,2.4,7,5.437908497
2019-11-21,9.23,Kutztown,scrim,1,blue,victory,38:15:00,Zoe,Kled,Sivir,Kai'Sa,Azir,9,2,1,4,1,Mountain Ocean Infernal Infernal,jng,Professor Dyze,Vi,6,7,22,2,1,0,20.6,18,1.1,1.5,231.9,215.6,7.5,8.8,0,30.5,0.9,11.7,32.5,18.9,12.8,0.9,14,5,0,2,14.3,12.6,28,187,144,8,4,0.636363636,2.942857143,0.146723647,1.440559441,-0.4,3,5.620915033
2019-11-21,9.23,Kutztown,scrim,1,blue,victory,38:15:00,Zoe,Kled,Sivir,Kai'Sa,Azir,9,2,1,4,1,Mountain Ocean Infernal Infernal,mid,ryguy11d6,Heimerdinger,10,5,15,3,2,0,31.3,0.4,30.8,0.1,180.4,12.2,153.5,14.8,0,12,3.7,4.8,16.2,7,8.6,0.7,16,3,0,4,15.8,13.7,211,8,4,0,5,0.568181818,6.26,0.222934473,1.981012658,0.2,-58,5.725490196
2019-11-21,9.23,Kutztown,scrim,1,blue,victory,38:15:00,Zoe,Kled,Sivir,Kai'Sa,Azir,9,2,1,4,1,Mountain Ocean Infernal Infernal,adc,ICEIOLAUS,Xayah,15,4,16,4,2,0,43.3,41.3,1.5,0.5,224.9,214.6,4.9,5.3,796,33.9,9.6,5.3,23,10.5,11.8,0.7,11,6,0,2,18,14.7,216,12,4,0,7.75,0.704545455,10.825,0.308404558,2.405555556,2.7,-33,5.960784314
2019-11-21,9.23,Kutztown,scrim,1,blue,victory,38:15:00,Zoe,Kled,Sivir,Kai'Sa,Azir,9,2,1,4,1,Mountain Ocean Infernal Infernal,sup,Quit Please,Morgana,9,5,22,4,2,0,25.3,1.5,21.5,2.2,73.5,8.3,60.8,4.5,0,4.3,2.8,9.4,22.3,11.6,10.2,0.5,37,7,0,5,12.7,11.2,49,0,0,0,6.2,0.704545455,5.06,0.18019943,1.992125984,4.4,-10,1.281045752
2019-11-21,9.23,Lindenwood University,scrim,1,red,defeat,38:15:00,Trundle,Malzahar,Ekko,Poppy,Nasus,4,0,0,2,0,Infernal Infernal,top,LoL Coach Sam,Camille,3,7,8,3,1,0,15.8,12.8,0.3,2.7,130.9,117.1,0.3,13.6,0,3,0.7,2.3,28.9,17.9,10.6,0.4,21,3,0,7,11.5,11.6,197,4,4,0,1.571428571,0.423076923,2.257142857,0.169164882,1.373913043,-2.4,-7,5.254901961
2019-11-21,9.23,Lindenwood University,scrim,1,red,defeat,38:15:00,Trundle,Malzahar,Ekko,Poppy,Nasus,4,0,0,2,0,Infernal Infernal,jng,MoonJuices,Nunu & Willump,7,8,16,2,2,0,21.2,2.4,17.9,0.8,201.7,38.5,98,65.3,0,8.1,0,25.2,55,33.9,19.7,1.4,2,4,0,2,14.7,14.2,54,158,114,0,2.875,0.884615385,2.65,0.226980728,1.442176871,0.4,-3,5.54248366
2019-11-21,9.23,Lindenwood University,scrim,1,red,defeat,38:15:00,Trundle,Malzahar,Ekko,Poppy,Nasus,4,0,0,2,0,Infernal Infernal,mid,VinaZz VI,Ryze,8,7,10,6,2,0,28.6,0.8,27.8,0.1,268.6,8.7,256.7,3.2,0,2.9,2.9,9.5,33.8,18.2,14.6,0.9,15,5,0,5,15.6,14.3,236,41,32,1,2.571428571,0.692307692,4.085714286,0.30620985,1.833333333,-0.2,58,7.241830065
2019-11-21,9.23,Lindenwood University,scrim,1,red,defeat,38:15:00,Trundle,Malzahar,Ekko,Poppy,Nasus,4,0,0,2,0,Infernal Infernal,adc,h0gaboga,Varus,8,8,8,2,2,1,18.9,14.6,4.2,0.1,209.8,181.3,23.6,4.8,634,14.2,4.7,3.2,19.2,11.6,6.9,0.7,13,0,0,2,15.3,15.5,229,32,24,0,2,0.615384615,2.3625,0.20235546,1.235294118,-2.7,33,6.823529412
2019-11-21,9.23,Lindenwood University,scrim,1,red,defeat,38:15:00,Trundle,Malzahar,Ekko,Poppy,Nasus,4,0,0,2,0,Infernal Infernal,sup,Kendallizer,Nautilus,0,14,13,0,0,0,8.9,1.9,6.3,0.7,26.8,8.9,12.7,5.2,0,1.3,1.1,1.4,32,17.2,13.8,1,27,14,0,11,8.3,7.1,51,8,0,4,0.928571429,0.5,0.635714286,0.095289079,1.072289157,-4.4,10,1.54248366
2019-11-21,9.23,Lindenwood University,scrim,2,blue,victory,34:08:00,Morgana,Heimerdinger,Vi,Ashe,Gnar,9,2,2,5,1,Infernal Cloud Ocean Ocean Elder,top,LoL Coach Sam,Kennen,1,4,4,1,1,0,13.9,2,11.5,0.4,133.3,25.2,104.4,3.8,0,10.8,2.8,6.4,19.3,11.6,6.2,1.5,15,1,0,5,12,10.3,199,2,2,0,1.25,0.208333333,3.475,0.192520776,1.158333333,-0.9,-62,5.888671875
2019-11-21,9.23,Lindenwood University,scrim,2,blue,victory,34:08:00,Morgana,Heimerdinger,Vi,Ashe,Gnar,9,2,2,5,1,Infernal Cloud Ocean Ocean Elder,jng,MoonJuices,Jarvan IV,11,5,11,5,2,0,21.3,19.1,1.5,0.7,196.7,168.4,16.3,12.1,0,30.7,5.1,15.1,34.3,18.2,15.7,0.4,3,5,0,1,16.4,13.7,64,145,100,0,4.4,0.916666667,4.26,0.29501385,1.298780488,5.2,-6,6.123046875
2019-11-21,9.23,Lindenwood University,scrim,2,blue,victory,34:08:00,Morgana,Heimerdinger,Vi,Ashe,Gnar,9,2,2,5,1,Infernal Cloud Ocean Ocean Elder,mid,VinaZz VI,Azir,9,3,4,3,2,0,17.5,0.1,16.1,1.3,162.4,9.3,145.8,7.2,0,20.7,4.1,4.3,16.5,7.8,8.4,0.2,15,8,0,4,14.6,13.3,190,23,12,3,4.333333333,0.541666667,5.833333333,0.242382271,1.198630137,2.3,-15,6.240234375
2019-11-21,9.23,Lindenwood University,scrim,2,blue,victory,34:08:00,Morgana,Heimerdinger,Vi,Ashe,Gnar,9,2,2,5,1,Infernal Cloud Ocean Ocean Elder,adc,h0gaboga,Xayah,3,0,11,3,1,0,13,12.5,0.2,0.3,185.4,178.3,2.1,5,809,32.4,7.3,3.1,7.3,2.9,4.4,0,10,2,0,0,14.2,11.9,204,42,19,8,14,0.583333333,13,0.180055402,0.915492958,2.1,22,7.20703125
2019-11-21,9.23,Lindenwood University,scrim,2,blue,victory,34:08:00,Morgana,Heimerdinger,Vi,Ashe,Gnar,9,2,2,5,1,Infernal Cloud Ocean Ocean Elder,sup,Kendallizer,Thresh,0,5,13,0,0,0,6.5,0.4,5,1,29.1,7.2,14,7.9,0,6.9,2.8,4.8,18.9,9.8,8.5,0.6,29,12,0,10,8.6,6.9,44,0,0,0,2.6,0.541666667,1.3,0.090027701,0.755813953,-0.3,12,1.2890625
2019-11-21,9.23,Kutztown,scrim,2,red,defeat,34:08:00,Kled,Ryze,Sivir,Zoe,Camille,3,0,0,0,0,,top,SettlerBart,Darius,4,4,1,2,1,1,10.4,9,0,1.4,193.7,190.6,0,3,0,9.9,6.8,2.5,26.1,13.1,12,1,13,4,0,3,12.9,12.5,247,16,8,4,1.25,0.294117647,2.6,0.160493827,0.80620155,0.9,62,7.705078125
2019-11-21,9.23,Kutztown,scrim,2,red,defeat,34:08:00,Kled,Ryze,Sivir,Zoe,Camille,3,0,0,0,0,,jng,Professor Dyze,Ekko,3,4,6,2,1,0,14.8,0.9,13.3,0.6,236.6,44.1,186.2,6.3,0,9.9,0,17.8,31.7,22.2,8.6,0.9,10,2,0,1,11.2,10.4,52,163,120,19,2.25,0.529411765,3.7,0.228395062,1.321428571,-5.2,6,6.298828125
2019-11-21,9.23,Kutztown,scrim,2,red,defeat,34:08:00,Kled,Ryze,Sivir,Zoe,Camille,3,0,0,0,0,,mid,ryguy11d6,Malzahar,3,4,7,3,1,0,19.8,0.5,19.3,0,165.2,17.5,139.2,8.5,0,8.3,3.5,0.7,14.6,5.3,8.5,0.8,13,5,0,2,12.3,11.1,228,0,0,0,2.5,0.588235294,4.95,0.305555556,1.609756098,-2.3,15,6.6796875
2019-11-21,9.23,Kutztown,scrim,2,red,defeat,34:08:00,Kled,Ryze,Sivir,Zoe,Camille,3,0,0,0,0,,adc,ICEIOLAUS,Kai'Sa,5,3,4,2,1,0,16.1,9.9,6,0.1,141.8,111.7,16.4,13.7,398,4.7,0.1,2.9,13.6,9.7,3.3,0.5,8,3,0,1,12.1,11.9,219,5,4,0,3,0.529411765,5.366666667,0.24845679,1.330578512,-2.1,-22,6.5625
2019-11-21,9.23,Kutztown,scrim,2,red,defeat,34:08:00,Kled,Ryze,Sivir,Zoe,Camille,3,0,0,0,0,,sup,Quit Please,Pyke,2,9,6,2,1,0,3.7,3.2,0,0.5,18.9,14.1,0,4.8,0,0.6,0.6,2.1,17,11.6,4.9,0.6,31,4,0,5,8.9,8,32,0,0,0,0.888888889,0.470588235,0.411111111,0.057098765,0.415730337,0.3,-12,0.9375
2019-11-21,9.23,Kutztown,scrim,3,blue,defeat,26:41:00,Kled,Azir,Jarvan IV,Ryze,Kennen,3,0,0,0,1,,top,SettlerBart,Nasus,3,3,2,2,2,0,14.5,10.4,3,1,105.8,91.5,9.1,5.1,24,10,6.8,1.1,20.6,12.5,7,1.1,12,5,0,4,10.9,10.5,173,4,0,0,1.666666667,0.5,4.833333333,0.285433071,1.330275229,0.3,-21,6.633354154
2019-11-21,9.23,Kutztown,scrim,3,blue,defeat,26:41:00,Kled,Azir,Jarvan IV,Ryze,Kennen,3,0,0,0,1,,jng,Professor Dyze,Vi,6,2,1,5,1,0,7.6,6,0.4,1.3,132.4,118,3.8,10.7,0,16.3,0.4,5.5,18.2,12,5.7,0.5,9,3,0,1,9.6,9.2,26,117,87,0,3.5,0.7,3.8,0.149606299,0.791666667,-0.5,-22,5.359150531
2019-11-21,9.23,Kutztown,scrim,3,blue,defeat,26:41:00,Kled,Azir,Jarvan IV,Ryze,Kennen,3,0,0,0,1,,mid,ryguy11d6,Xerath,1,9,3,1,1,0,10.9,0.5,10.2,0.2,62.7,5.8,56.8,0.2,0,0.3,0.3,0.3,17,6.2,8.9,1.9,10,0,0,2,6.4,5.8,108,0,0,0,0.444444444,0.4,1.211111111,0.214566929,1.703125,-3.3,-12,4.047470331
2019-11-21,9.23,Kutztown,scrim,3,blue,defeat,26:41:00,Kled,Azir,Jarvan IV,Ryze,Kennen,3,0,0,0,1,,adc,ICEIOLAUS,Caitlyn,0,10,5,0,0,0,12.9,12.2,0.7,0.1,80.7,78.9,1.6,0.1,864,2.2,2.2,2.2,17.2,10.9,5.3,1,4,1,0,1,7.6,7.4,151,4,4,0,0.5,0.5,1.29,0.253937008,1.697368421,-5.9,-10,5.808869457
